date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:25	686313/686313	---M--	200	added ('OK')	image/jpeg	etag:%22a78e9-5d14b490%22	http://www.newbird.co.kr/nbadm/data/uploads/8cbf583295c24b880eae50b4321897361561638032_14799.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/8cbf583295c24b880eae50b4321897361561638032_14799.jpg	(from http://www.newbird.co.kr/)
11:46:27	640374/640374	---M--	200	added ('OK')	image/jpeg	etag:%229c576-5d14b447%22	http://www.newbird.co.kr/nbadm/data/uploads/4c4078e8663248792e8c7ebe8144baa21561637959_45756.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/4c4078e8663248792e8c7ebe8144baa21561637959_45756.jpg	(from http://www.newbird.co.kr/)
11:46:40	76703/76703	---M--	200	added ('OK')	image/jpeg	etag:%2212b9f-5d0f4d34%22	http://www.newbird.co.kr/nbadm/data/uploads/de741448d1e748ae21fd88944c7ecedd1561283892_73137.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/de741448d1e748ae21fd88944c7ecedd1561283892_73137.jpg	(from http://www.newbird.co.kr/)
11:46:47	121993/121993	---M--	200	added ('OK')	image/jpeg	etag:%221dc89-5d0f4f62%22	http://www.newbird.co.kr/nbadm/data/uploads/184a44f7e2df5fd1a77ea863386d7fae1561284450_60122.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/184a44f7e2df5fd1a77ea863386d7fae1561284450_60122.jpg	(from http://www.newbird.co.kr/)
11:46:50	61744/61744	---M--	200	added ('OK')	image/jpeg	etag:%22f130-5d0b3a8e%22	http://www.newbird.co.kr/nbadm/data/uploads/aac57816658ce53bcdd81199f017e03f1561016974_57690.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/aac57816658ce53bcdd81199f017e03f1561016974_57690.jpg	(from http://www.newbird.co.kr/)
11:46:55	44107/44107	---M--	200	added ('OK')	image/jpeg	etag:%22ac4b-5d0b432c%22	http://www.newbird.co.kr/nbadm/data/uploads/95b387d8c6d63063119e82ee0beac1321561019180_52362.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/95b387d8c6d63063119e82ee0beac1321561019180_52362.jpg	(from http://www.newbird.co.kr/)
11:46:56	38131/38131	---M--	200	added ('OK')	image/jpeg	etag:%2294f3-5d0b473c%22	http://www.newbird.co.kr/nbadm/data/uploads/ebde87b551b3a32a8cb9cf4ecd04ea291561020220_48386.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/ebde87b551b3a32a8cb9cf4ecd04ea291561020220_48386.jpg	(from http://www.newbird.co.kr/)
11:47:02	46550/46550	---M--	200	added ('OK')	image/jpeg	etag:%22b5d6-5d0b4282%22	http://www.newbird.co.kr/nbadm/data/uploads/0a22a9ba9995ddc65381a356818cb7451561019010_43012.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/0a22a9ba9995ddc65381a356818cb7451561019010_43012.jpg	(from http://www.newbird.co.kr/)
11:47:13	66909/66909	---M--	200	added ('OK')	image/jpeg	etag:%221055d-5d0f488f%22	http://www.newbird.co.kr/nbadm/data/uploads/1a2a0ec7a77cb0db77289947214a8f3c1561282703_48723.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/1a2a0ec7a77cb0db77289947214a8f3c1561282703_48723.jpg	(from http://www.newbird.co.kr/)
11:47:17	127736/127736	---M--	200	added ('OK')	image/jpeg	etag:%221f2f8-5d0b4d9e%22	http://www.newbird.co.kr/nbadm/data/uploads/ea26cdd53fbcb6d1eb44266bdb994c5a1561021854_54755.jpg	C:/Users/vnddn/Desktop/PORTFOFOFO/www.newbird.co.kr/nbadm/data/uploads/ea26cdd53fbcb6d1eb44266bdb994c5a1561021854_54755.jpg	(from http://www.newbird.co.kr/)
